gig_type_encoded,age,is_main_income,tenure_months,days_per_week,hours_per_day,weekly_work_hours,lag_1w,lag_2w,lag_3w,lag_4w,rolling_mean_4w,rolling_std_4w,income_volatility,income_growth_1w,income_trend_slope,income_per_hour,is_payday_week,recent_vs_avg,peak_week,target_income
5,35,1,8,3,8,24,250000,10000,360000,275000,223750.0,150076.36944791363,0.6707,23.9976,-42500.0,8950.0,0,1.1173,3,250000
7,35,2,6,2,8,16,382500,358500,296000,385500,355625.0,41545.90834245895,0.1168,0.0669,5350.0,20919.0,1,1.0756,1,381500
6,32,0,12,6,7,42,75000,40000,50000,45000,52500.0,15545.631755148024,0.2961,0.875,8000.0,1221.0,1,1.4285,1,75000
1,31,2,15,6,11,66,500000,650000,665000,565000,595000.0,77136.24310270757,0.1296,-0.2308,-21000.0,8881.0,1,0.8403,1,500000
6,17,0,30,4,5,20,160000,200000,165000,255000,195000.0,43779.751788545655,0.2245,-0.2,-25000.0,9286.0,1,0.8205,4,160000
6,25,0,38,4,7,28,550000,140000,100000,540000,332500.0,245950.53703268603,0.7397,2.9286,7000.0,11466.0,1,1.6541,1,550000
1,37,2,16,7,7,49,590000,870000,600000,700000,690000.0,129871.73159185438,0.1882,-0.3218,-6000.0,13800.0,0,0.8551,3,590000
6,30,2,35,6,7,42,440000,465000,500000,475000,470000.0,24832.7740429189,0.0528,-0.0538,-14000.0,10930.0,0,0.9362,3,440000
1,34,2,3,7,9,63,610000,425000,440000,540000,503750.0,87309.31603595728,0.1733,0.4353,19500.0,7871.0,1,1.2109,1,610000
3,17,1,5,4,9,36,310000,425000,350000,430000,378750.0,58647.96103304302,0.1548,-0.2706,-28500.0,10236.0,1,0.8185,4,310000
7,25,1,21,4,6,24,220000,205000,220000,150000,198750.0,33260.336739125174,0.1673,0.0732,19500.0,7950.0,1,1.1069,1,220000
7,18,2,36,3,4,12,270000,150000,550000,185000,288750.0,181308.8984762377,0.6279,0.8,-14500.0,22212.0,0,0.9351,3,270000
7,18,1,45,2,2,4,175000,375000,400000,215000,291250.0,112795.90713614863,0.3873,-0.5333,-14500.0,58250.0,1,0.6009,1,175000
5,17,0,66,3,2,6,338500,431000,429000,510000,427125.0,70097.99688055762,0.1641,-0.2146,-51250.0,61018.0,0,0.7925,2,487500
4,40,0,28,6,6,36,620000,664500,625500,687000,649250.0,32027.33207746159,0.0493,-0.067,-16200.0,17547.0,0,0.9549,0,683500
4,26,1,67,6,4,24,565500,539500,643500,861000,652375.0,145935.13113709117,0.2237,0.0482,-99050.0,26095.0,0,0.8668,2,894000
5,30,2,47,5,8,40,920000,360000,650000,610000,635000.0,229274.2171869019,0.3611,1.5556,64000.0,15488.0,1,1.4488,4,920000
4,25,1,44,2,3,6,705500,657500,677500,976500,754250.0,149468.78157885233,0.1982,0.073,-83300.0,107750.0,0,0.9354,3,890000
1,26,2,38,5,9,45,1080000,855000,920000,1025000,970000.0,101406.77163450838,0.1045,0.2632,10000.0,21087.0,1,1.1134,1,1080000
4,23,1,43,4,5,20,801500,733000,785000,853000,793125.0,49450.94370518457,0.0623,0.0935,-20650.0,37768.0,0,1.0106,2,805000
3,26,1,14,5,5,25,955000,725000,1235000,770000,921250.0,231638.18769797005,0.2514,0.3172,4500.0,35433.0,1,1.0366,4,955000
1,43,2,22,6,8,48,700000,605000,500000,680000,621250.0,90588.3546599672,0.1458,0.157,16500.0,12679.0,1,1.1268,1,700000
7,31,0,56,4,10,40,314000,302000,370500,395000,345375.0,44570.87053222093,0.1291,0.0397,-31150.0,8424.0,0,0.9092,3,343000
7,21,1,8,3,6,18,125000,100000,260000,125000,152500.0,72629.19523166976,0.4763,0.25,-16000.0,8026.0,0,0.8197,3,125000
1,30,2,11,5,10,50,790000,685000,940000,950000,841250.0,127303.77056474015,0.1513,0.1533,-73500.0,16495.0,1,0.9391,4,790000
6,25,1,39,6,6,36,400000,425000,435000,400000,415000.0,17795.130420052184,0.0429,-0.0588,-1000.0,11216.0,0,0.9639,3,400000
0,35,1,35,4,7,28,206000,159500,168500,290500,206125.0,59745.81575307178,0.2899,0.2915,-26250.0,7108.0,0,0.9994,3,291500
4,20,1,11,3,10,30,436500,412500,496000,519000,466000.0,49804.61825975579,0.1069,0.0582,-33100.0,15032.0,0,0.9367,3,513000
0,28,0,34,4,5,20,310000,375000,360000,400000,361250.0,37941.8414594407,0.105,-0.1733,-25500.0,17202.0,1,0.8581,4,310000
4,48,2,25,5,1,5,790500,743000,801000,989000,830875.0,108394.63009454543,0.1305,0.0639,-65350.0,138479.0,1,0.9514,4,934000
4,25,2,6,6,8,48,695000,325000,320000,375000,428750.0,179228.67144144842,0.418,1.1385,96500.0,8750.0,0,1.621,3,695000
5,52,0,11,4,1,4,548000,614000,599500,698000,614875.0,62233.93366966289,0.1012,-0.1075,-43550.0,122975.0,0,0.8912,2,590500
0,23,0,5,6,2,12,360000,800000,790000,0,487500.0,384306.7351305031,0.7883,-0.55,109000.0,37500.0,0,0.7385,0,360000
0,30,1,48,2,6,12,373500,375500,385000,464500,399625.0,43539.97205633768,0.109,-0.0053,-28250.0,30740.0,0,0.9346,2,411500
2,23,2,8,5,4,20,675000,700000,875000,825000,768750.0,96555.25188547056,0.1256,-0.0357,-62500.0,36607.0,1,0.878,4,675000
1,26,0,72,6,7,42,300000,0,325000,330000,238750.0,159706.76253684438,0.6689,300000.0,-41500.0,5552.0,1,1.2565,4,300000
6,49,2,31,4,6,24,514500,498500,535000,556000,526000.0,24963.306404934956,0.0475,0.0321,-16100.0,21040.0,1,0.9781,1,462500
0,39,1,40,6,3,18,307000,367000,311500,379500,341250.0,37346.35189680513,0.1094,-0.1635,-16200.0,17961.0,1,0.8996,4,306000
1,31,1,15,7,11,77,360000,530000,745000,480000,528750.0,160850.6035632651,0.3042,-0.3208,-57500.0,6779.0,1,0.6808,4,360000
5,34,2,56,7,9,63,780000,375000,570000,625000,587500.0,167257.28683677732,0.2847,1.08,27000.0,9180.0,1,1.3277,1,780000
7,25,0,11,4,3,12,400000,320000,850000,300000,467500.0,258634.2333618399,0.5532,0.25,-23000.0,35962.0,0,0.8556,3,400000
6,27,2,24,7,2,14,237500,236000,206500,456500,284125.0,115799.66537084639,0.4076,0.0064,-62750.0,18942.0,1,0.8359,1,387500
6,29,2,39,7,4,28,1050000,930000,1065000,1075000,1030000.0,67453.6878161602,0.0655,0.129,-21000.0,35517.0,1,1.0194,4,1050000
5,28,1,49,5,7,35,475000,600000,620000,630000,581250.0,71922.99122441075,0.1237,-0.2083,-48500.0,16146.0,1,0.8172,4,475000
3,26,0,8,5,8,40,1020000,490000,340000,470000,580000.0,300776.7721528154,0.5186,1.0816,180000.0,14146.0,1,1.7586,1,1020000
4,31,2,65,7,11,77,470000,320000,475000,520000,446250.0,87118.21470469498,0.1952,0.4687,-30500.0,5721.0,1,1.0532,4,470000
1,44,1,13,6,9,54,810000,925000,750000,870000,838750.0,75539.72464869064,0.0901,-0.1243,-500.0,15250.0,0,0.9657,0,810000
1,22,2,75,5,8,40,1000000,755000,1350000,1200000,1076250.0,257726.43765564033,0.2395,0.3245,-119500.0,26250.0,1,0.9292,1,1000000
0,18,2,24,4,5,20,318500,259500,291000,470000,334750.0,93333.18452369088,0.2788,0.2274,-48600.0,15940.0,0,0.9515,0,420500
6,26,2,12,5,7,35,605000,830000,375000,675000,621250.0,189181.35038458026,0.3045,-0.2711,24500.0,17257.0,0,0.9738,2,605000
6,52,1,68,5,5,25,344500,292500,278500,327000,310625.0,30420.319415373226,0.0979,0.1778,6650.0,11947.0,0,1.1091,0,277500
1,38,1,12,7,10,70,660000,575000,805000,410000,612500.0,165050.49732329397,0.2695,0.1478,52000.0,8627.0,0,1.0775,3,660000
2,22,1,2,5,8,40,675000,715000,540000,580000,627500.0,81291.65598838132,0.1295,-0.0559,46000.0,15305.0,0,1.0757,2,675000
6,32,1,37,6,7,42,210000,420000,425000,350000,351250.0,100197.72119830536,0.2853,-0.5,-42500.0,8169.0,0,0.5979,3,210000
1,39,2,13,3,10,30,678000,745000,965500,1080500,867250.0,187873.4059590837,0.2166,-0.0899,-142800.0,27976.0,0,0.7818,0,970500
5,31,1,1,3,5,15,535000,280000,350000,400000,391250.0,107732.30713207621,0.2754,0.9107,33500.0,24453.0,1,1.3674,4,535000
7,23,0,7,3,4,12,150000,120000,410000,165000,211250.0,133814.23691072635,0.6334,0.25,-33500.0,16250.0,1,0.7101,1,150000
3,26,1,4,4,7,28,580000,1293800,400000,1422300,924025.0,509236.98723351455,0.5511,-0.5517,-163310.0,31863.0,1,0.6277,4,580000
7,23,0,62,7,10,70,371500,316500,343500,327000,339625.0,23980.460796239924,0.0706,0.1738,10650.0,4783.0,1,1.0939,1,392000
2,37,1,62,3,6,18,612500,632000,592500,744000,645250.0,67779.66755106824,0.105,-0.0309,-35500.0,33961.0,0,0.9492,3,739000
2,27,2,32,5,6,30,190000,265000,370000,170000,248750.0,90588.3546599672,0.3642,-0.283,-4500.0,8024.0,0,0.7638,0,190000
7,48,1,44,6,10,60,236500,251000,261000,255500,251000.0,10496.030995889192,0.0418,-0.0578,-6700.0,4115.0,1,0.9422,1,243500
6,17,0,56,5,7,35,580000,260000,0,690000,382500.0,313515.01824739855,0.8196,1.2308,-7000.0,10625.0,1,1.5163,4,580000
3,26,2,24,4,8,32,835000,410000,425000,300000,492500.0,235035.4583178178,0.4772,1.0366,159000.0,14924.0,0,1.6954,0,835000
0,24,2,69,7,6,42,442000,414000,480000,480000,454000.0,32124.75680841802,0.0708,0.0676,-18000.0,10558.0,1,0.9736,4,451500
0,39,0,42,2,4,8,367000,337000,297000,414000,353750.0,49351.62949015294,0.1395,0.089,-10100.0,39306.0,0,1.0375,2,370500
3,20,1,69,3,5,15,489500,481500,517500,593500,520500.0,51055.52532945544,0.0981,0.0166,-34800.0,32531.0,0,0.9404,3,566000
0,24,1,41,3,2,6,375000,810000,500000,625000,577500.0,185584.6617225321,0.3214,-0.537,-44000.0,82500.0,0,0.6493,0,375000
6,42,2,33,3,3,9,376500,401000,367000,433000,394375.0,29465.72868039524,0.0747,-0.0611,-13550.0,39438.0,0,0.9547,3,406000
4,48,0,22,6,3,18,740500,740000,830500,890500,800375.0,73621.0737493009,0.092,0.0007,-54050.0,42125.0,0,0.9252,0,888500
4,29,2,22,7,11,77,475000,390000,425000,415000,426250.0,35677.95771434607,0.0837,0.2179,14500.0,5465.0,1,1.1144,1,475000
3,43,1,14,3,1,3,545500,495000,632500,738000,602750.0,106560.23335810284,0.1768,0.102,-71500.0,150688.0,1,0.905,4,609500
5,17,1,52,4,9,36,210000,250000,275000,740000,368750.0,248943.60137723296,0.6751,-0.16,-161500.0,9966.0,1,0.5695,4,210000
5,29,2,29,7,10,70,330000,250000,225000,660000,366250.0,200888.65074961304,0.5485,0.32,-96500.0,5158.0,0,0.901,3,330000
5,43,1,18,5,6,30,300000,450000,925000,350000,506250.0,286047.053238915,0.565,-0.3333,-62500.0,16331.0,0,0.5926,3,300000
0,18,0,44,6,8,48,163500,87000,110500,210000,142750.0,55079.48801504967,0.3858,0.8793,-16300.0,2913.0,0,1.1454,0,202500
5,43,2,45,4,6,24,493000,493500,522500,526500,508875.0,18117.095977740657,0.0356,-0.001,-12950.0,20355.0,1,0.9688,1,456500
5,29,1,1,3,7,21,375000,150000,650000,150000,331250.0,237500.0,0.717,1.5,17500.0,15057.0,1,1.1321,4,375000
4,26,2,26,6,7,42,560000,600000,885000,490000,633750.0,173559.5478983126,0.2739,-0.0667,-7500.0,14738.0,1,0.8836,4,560000
5,24,2,18,7,8,56,820000,825000,245000,500000,597500.0,279895.81394988147,0.4684,-0.0061,154000.0,10482.0,0,1.3724,2,820000
5,41,2,29,5,9,45,920000,925000,925000,275000,761250.0,324175.23553370533,0.4258,-0.0054,193500.0,16549.0,1,1.2085,1,920000
6,33,2,3,7,4,28,570000,440000,560000,370000,485000.0,96781.54093971984,0.1995,0.2955,48000.0,16724.0,0,1.1753,0,570000
6,35,0,65,6,5,30,340000,185000,300000,0,206250.0,152390.6711930447,0.7389,0.8378,90500.0,6653.0,1,1.6485,4,340000
7,32,1,52,3,6,18,705000,300000,700000,325000,507500.0,225407.0392275568,0.4442,1.35,74000.0,26711.0,1,1.3892,1,705000
2,24,0,12,4,4,16,500000,200000,320000,475000,373750.0,140556.92796870598,0.3761,1.5,-4500.0,21985.0,1,1.3378,1,500000
6,52,0,27,6,7,42,304000,346000,338500,455500,361000.0,65601.06706449218,0.1817,-0.1214,-44700.0,8395.0,1,0.8421,4,380500
6,22,1,16,5,5,25,80000,160000,100000,130000,117500.0,35000.0,0.2979,-0.5,-9000.0,4519.0,1,0.6808,1,80000
2,19,1,24,4,4,16,870000,50000,710000,1020000,662500.0,427502.43664022937,0.6453,16.3997,-111000.0,38971.0,0,1.3132,2,870000
3,23,0,18,4,8,32,85000,260000,0,200000,136250.0,116288.07620158941,0.8535,-0.6731,-8500.0,4129.0,0,0.6238,2,85000
5,19,2,54,6,2,12,441000,489000,490500,493500,478500.0,25069.90227344335,0.0524,-0.0982,-15900.0,36808.0,0,0.9216,0,471500
4,39,2,13,7,7,49,670000,675000,570000,605000,630000.0,51153.364177409356,0.0812,-0.0074,30000.0,12600.0,0,1.0635,3,670000
3,44,0,17,3,3,9,608500,585500,531500,479500,551250.0,57702.54182731757,0.1047,0.0393,44100.0,55125.0,0,1.1039,2,501500
2,29,2,19,4,5,20,435000,575000,1389900,1422300,955550.0,523547.54320882837,0.5479,-0.2435,-377680.0,45502.0,1,0.4552,4,435000
3,48,0,61,4,1,4,324500,404000,412500,434000,393750.0,47861.7801591207,0.1216,-0.1968,-33700.0,78750.0,0,0.8241,0,532000
7,19,1,15,5,4,20,150000,270000,100000,295000,203750.0,93752.77773662673,0.4601,-0.4444,-26500.0,9702.0,1,0.7362,4,150000
2,23,0,42,5,5,25,325000,275000,220000,200000,255000.0,56421.03626603585,0.2213,0.1818,43000.0,9808.0,0,1.2745,2,325000
2,21,0,22,6,5,30,400000,360000,420000,450000,407500.0,37749.17217635375,0.0926,0.1111,-21000.0,13145.0,1,0.9816,4,400000
4,41,0,24,7,7,49,0,575000,600000,430000,401250.0,277800.1379889266,0.6923,-1.0,-131500.0,8025.0,1,0.0,1,0
4,47,2,39,6,10,60,1419600,500000,725000,650000,823650.0,408163.3129030584,0.4956,1.8392,208380.0,13502.0,0,1.7235,0,1419600
1,42,2,77,5,10,50,910000,975000,400000,370000,663750.0,323196.92139622866,0.4869,-0.0667,219500.0,13015.0,0,1.371,0,910000
2,21,2,5,6,4,24,275000,300000,350000,300000,306250.0,31457.643480294788,0.1027,-0.0833,-12500.0,12250.0,0,0.898,3,275000
3,17,1,8,5,6,30,525000,830000,750000,525000,657500.0,156444.87847162015,0.2379,-0.3675,8000.0,21210.0,0,0.7985,2,525000
1,21,0,39,2,5,10,739000,722500,735000,832500,757250.0,50656.52310742747,0.0669,0.0228,-29300.0,68841.0,0,0.9759,0,850000
4,26,2,1,7,7,49,40000,40000,610000,940000,407500.0,445224.6623896749,1.0926,0.0,-327000.0,8150.0,0,0.0982,0,40000
4,33,1,5,5,10,50,558000,570000,650500,780500,639750.0,102427.61671866951,0.1601,-0.0211,-74800.0,12544.0,1,0.8722,1,744500
0,25,0,17,4,4,16,405000,400000,325000,425000,388750.0,43851.07372307623,0.1128,0.0125,1500.0,22868.0,0,1.0418,2,405000
0,24,0,19,4,5,20,75000,0,175000,170000,105000.0,83765.54582086041,0.7978,75000.0,-46000.0,5000.0,1,0.7143,4,75000
4,17,2,21,7,10,70,635000,675000,660000,770000,685000.0,59019.770698752574,0.0862,-0.0593,-39000.0,9648.0,1,0.927,4,635000
5,17,2,63,5,7,35,430000,530000,300000,325000,396250.0,105465.23913909581,0.2662,-0.1887,54500.0,11007.0,0,1.0852,0,430000
3,33,0,14,4,7,28,230000,225000,290000,245000,247500.0,29580.39891549808,0.1195,0.0222,-11000.0,8534.0,1,0.9293,1,230000
