usia,sumber_pekerjaan,status_income,lama_kerja_bulan,hari_kerja_per_minggu,jam_kerja_per_hari,income_w1,income_w2,income_w3,income_w4,peak_week,waktu_ramai,faktor_fluktuasi,app_helpful_score,fitur_dibutuhkan,gig_type,domisili_code,src_gojek,src_grab,src_instagram___tiktok___youtube,src_maxim,src_projects_co_id,src_shopee___tokopedia___tiktok_shop,src_shopeefood,src_upwork,src_website_freelance_seperti_fiverr,src_whatsapp___kenalan___pelanggan_langsung,ramai_akhir_bulan___tanggal_gajian,ramai_akhir_pekan___sabtu_minggu,ramai_awal_bulan,ramai_harbolnas___flash_sale_online___tanggal_,ramai_ramadan___menjelang_lebaran,ramai_saat_ada_promo_dari_aplikasi,ramai_saat_cuaca_bagus,fluk_ada_atau_tidaknya_promo_dari_aplikasi,fluk_akhir_pekan_atau_hari_libur,fluk_cuaca,fluk_jam_saya_bekerja,fluk_jumlah_pesanan_atau_project_yang_masuk,fluk_kondisi_fisik___capek___sakit,fluk_rating_atau_ulasan_pelanggan,fluk_tanggal_gajian___akhir_bulan,fitur_pengingat_kalau_penghasilan_sedang_turun,fitur_perkiraan_penghasilan_minggu_depan,fitur_ringkasan_pemasukan_dan_pengeluaran,fitur_saran_batas_pengeluaran_minggu_ini,fitur_saran_menabung
21,"Instagram / TikTok / YouTube, Shopee / Tokopedia / TikTok Shop",1,43,5,6,470000,350000,495000,280000,0,"Ramadan / menjelang Lebaran, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",4,Ringkasan pemasukan dan pengeluaran,content_creator,sumatera,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
28,Instagram / TikTok / YouTube,0,34,4,5,310000,375000,360000,400000,4,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",5,Saran menabung,content_creator,bandung,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
51,WhatsApp / kenalan / pelanggan langsung,2,20,5,7,250000,320000,920000,790000,3,"Akhir pekan / Sabtu-Minggu, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Kondisi fisik / capek / sakit",5,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",pekerja_harian,jawa_barat_lainnya,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0
22,Instagram / TikTok / YouTube,0,66,5,7,255000,320000,325000,270000,0,"Awal bulan, Akhir bulan / tanggal gajian, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",3,"Saran batas pengeluaran minggu ini, Saran menabung, Pengingat kalau penghasilan sedang turun",freelancer_desain,bali,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
37,WhatsApp / kenalan / pelanggan langsung,1,17,5,8,280000,290000,285000,345000,0,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",5,"Saran batas pengeluaran minggu ini, Pengingat kalau penghasilan sedang turun, Saran menabung",pekerja_harian,sumatera,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
26,Projects.co.id,1,19,4,6,710000,620000,600000,625000,1,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",4,Saran batas pengeluaran minggu ini,freelancer_desain,kalimantan,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
24,WhatsApp / kenalan / pelanggan langsung,2,23,6,8,640000,270000,360000,595000,3,"Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",3,"Saran menabung, Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",pekerja_harian,jawa_timur,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
25,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",1,29,3,4,175000,150000,195000,555000,4,Awal bulan,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",3,Ringkasan pemasukan dan pengeluaran,tutor,bandung,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
23,"Instagram / TikTok / YouTube, Projects.co.id",2,3,4,8,810000,750000,700000,1342800,1,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Jam saya bekerja",4,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",freelancer_desain,jawa_barat_lainnya,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0
17,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,18,2,3,350000,340000,350000,340000,1,Akhir pekan / Sabtu-Minggu,Jumlah pesanan atau project yang masuk,3,Saran menabung,tutor,jabodetabek,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21,"Instagram / TikTok / YouTube, Projects.co.id",2,21,4,8,980000,1030000,1000000,1015000,1,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,Saran menabung,freelancer_desain,jabodetabek,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
37,WhatsApp / kenalan / pelanggan langsung,1,12,5,6,325000,270000,270000,325000,4,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",5,Saran batas pengeluaran minggu ini,pekerja_harian,jawa_barat_lainnya,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
38,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / TikTok Shop",1,19,4,4,210000,305000,175000,280000,0,"Ramadan / menjelang Lebaran, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",1,Saran batas pengeluaran minggu ini,jualan_online,sulawesi,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
22,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",1,16,5,5,80000,160000,100000,130000,1,"Ramadan / menjelang Lebaran, Akhir bulan / tanggal gajian",Jumlah pesanan atau project yang masuk,3,Ringkasan pemasukan dan pengeluaran,jualan_online,bandung,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20,Shopee / Tokopedia / TikTok Shop,1,74,5,3,175000,130000,125000,150000,0,"Ramadan / menjelang Lebaran, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",jualan_online,jabodetabek,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0
29,WhatsApp / kenalan / pelanggan langsung,2,48,6,8,365000,415000,425000,350000,0,"Awal bulan, Ramadan / menjelang Lebaran",Jumlah pesanan atau project yang masuk,4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",pekerja_harian,bandung,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
25,"Instagram / TikTok / YouTube, Projects.co.id",2,40,4,7,925000,960000,725000,310000,2,Akhir bulan / tanggal gajian,Jumlah pesanan atau project yang masuk,4,Saran menabung,freelancer_desain,jabodetabek,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34,WhatsApp / kenalan / pelanggan langsung,2,23,5,6,500000,500000,525000,575000,0,"Akhir pekan / Sabtu-Minggu, Awal bulan",Jumlah pesanan atau project yang masuk,3,"Saran menabung, Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",pekerja_harian,bandung,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
26,"WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / TikTok Shop",0,37,5,6,110000,245000,250000,140000,3,"Harbolnas / flash sale online / tanggal kembar, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Tanggal gajian / akhir bulan",3,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",content_creator,jawa_tengah,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
33,"Gojek, Grab",2,26,5,11,1075000,1273200,1095000,1150000,1,Akhir pekan / Sabtu-Minggu,Jumlah pesanan atau project yang masuk,5,"Saran batas pengeluaran minggu ini, Saran menabung, Pengingat kalau penghasilan sedang turun",ojek_online,bandung,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
20,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",1,78,4,5,350000,310000,340000,210000,1,"Awal bulan, Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",tutor,bandung,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
18,"Gojek, ShopeeFood",2,23,6,8,590000,550000,625000,650000,4,Awal bulan,"Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",2,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",kurir,bali,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
31,Gojek,2,2,6,11,850000,1010000,645000,500000,2,"Saat ada promo dari aplikasi, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",ojek_online,sulawesi,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0
19,Projects.co.id,1,11,6,7,175000,215000,150000,200000,1,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",3,"Saran batas pengeluaran minggu ini, Saran menabung, Ringkasan pemasukan dan pengeluaran",freelancer_desain,bali,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1
24,Website freelance seperti Fiverr,0,68,4,4,18400,810000,770000,680000,2,"Akhir bulan / tanggal gajian, Awal bulan, Ramadan / menjelang Lebaran",Jumlah pesanan atau project yang masuk,3,Pengingat kalau penghasilan sedang turun,freelancer_desain,jabodetabek,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
33,"Shopee / Tokopedia / TikTok Shop, Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",2,20,6,6,320000,450000,415000,505000,1,"Harbolnas / flash sale online / tanggal kembar, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Pengingat kalau penghasilan sedang turun, Saran menabung",jualan_online,kalimantan,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
25,WhatsApp / kenalan / pelanggan langsung,0,69,2,4,140000,110000,200000,140000,0,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Tanggal gajian / akhir bulan",3,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",tutor,bandung,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1
28,WhatsApp / kenalan / pelanggan langsung,1,49,5,7,475000,600000,620000,630000,4,"Ramadan / menjelang Lebaran, Awal bulan, Akhir pekan / Sabtu-Minggu",Jumlah pesanan atau project yang masuk,4,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",pekerja_harian,bali,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
24,"Projects.co.id, Instagram / TikTok / YouTube",0,1,3,6,360000,455000,475000,450000,0,"Akhir bulan / tanggal gajian, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,"Saran batas pengeluaran minggu ini, Saran menabung, Ringkasan pemasukan dan pengeluaran",freelancer_desain,bali,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1
20,"Projects.co.id, Upwork",2,11,3,6,585000,1273200,480000,685000,1,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Rating atau ulasan pelanggan",5,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",freelancer_it,jawa_timur,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0
26,"Gojek, ShopeeFood",0,7,7,8,150000,225000,160000,190000,1,Saat ada promo dari aplikasi,"Jumlah pesanan atau project yang masuk, Cuaca",3,"Saran menabung, Ringkasan pemasukan dan pengeluaran",kurir,kalimantan,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
46,"Gojek, Grab",1,23,7,8,575000,1050000,650000,950000,1,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Rating atau ulasan pelanggan",4,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",ojek_online,bandung,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0
21,"Website freelance seperti Fiverr, Projects.co.id",1,14,5,7,675000,620000,470000,570000,1,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",4,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun, Saran menabung",freelancer_desain,sumatera,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
47,WhatsApp / kenalan / pelanggan langsung,2,21,6,6,520000,420000,25000,500000,0,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",3,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini, Saran menabung",pekerja_harian,sumatera,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
27,Projects.co.id,0,8,6,5,680000,30000,675000,650000,1,"Awal bulan, Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",2,Saran batas pengeluaran minggu ini,freelancer_it,jabodetabek,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
17,WhatsApp / kenalan / pelanggan langsung,2,63,5,7,430000,530000,300000,325000,0,"Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Kondisi fisik / capek / sakit",4,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",pekerja_harian,jabodetabek,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
31,Gojek,1,80,6,9,875000,700000,730000,825000,1,"Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran, Saat ada promo dari aplikasi",Jumlah pesanan atau project yang masuk,2,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini",ojek_online,kalimantan,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
39,Shopee / Tokopedia / TikTok Shop,1,84,6,7,945000,1030000,1100000,700000,3,Harbolnas / flash sale online / tanggal kembar,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",2,Saran batas pengeluaran minggu ini,jualan_online,jabodetabek,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
25,Website freelance seperti Fiverr,2,12,4,5,575000,500000,475000,475000,2,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",3,"Saran menabung, Saran batas pengeluaran minggu ini",freelancer_it,sulawesi,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
28,"WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / TikTok Shop",2,5,6,5,730000,350000,290000,230000,0,"Saat ada promo dari aplikasi, Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",jualan_online,sumatera,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1
32,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube, Shopee / Tokopedia / TikTok Shop",1,2,7,5,500000,340000,325000,605000,4,"Awal bulan, Akhir bulan / tanggal gajian, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",jualan_online,jawa_timur,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
42,"Grab, Maxim",1,30,6,9,590000,770000,790000,870000,4,"Saat ada promo dari aplikasi, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",4,"Ringkasan pemasukan dan pengeluaran, Saran menabung, Perkiraan penghasilan minggu depan",ojek_online,bandung,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1
17,WhatsApp / kenalan / pelanggan langsung,1,35,5,6,330000,375000,380000,255000,3,"Akhir bulan / tanggal gajian, Harbolnas / flash sale online / tanggal kembar, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Ringkasan pemasukan dan pengeluaran, Saran menabung",jualan_online,jawa_timur,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
28,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",1,14,4,5,850000,850000,850000,370000,1,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Kondisi fisik / capek / sakit",4,"Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",tutor,sumatera,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
29,"Gojek, ShopeeFood",1,24,7,8,545000,760000,880000,1150000,4,Akhir pekan / Sabtu-Minggu,Jumlah pesanan atau project yang masuk,3,Saran batas pengeluaran minggu ini,kurir,jabodetabek,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
21,WhatsApp / kenalan / pelanggan langsung,0,53,2,3,100000,60000,10000,70000,3,"Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Saran batas pengeluaran minggu ini, Saran menabung, Ringkasan pemasukan dan pengeluaran",tutor,jabodetabek,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
36,"Gojek, Maxim",2,68,5,8,1336200,1273200,1350000,1342800,4,Saat ada promo dari aplikasi,"Jumlah pesanan atau project yang masuk, Cuaca",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",ojek_online,jabodetabek,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1
34,WhatsApp / kenalan / pelanggan langsung,2,45,7,7,275000,260000,10000,220000,0,Awal bulan,Jumlah pesanan atau project yang masuk,3,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini, Saran menabung",pekerja_harian,jawa_timur,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
27,"Website freelance seperti Fiverr, Upwork",2,14,5,5,450000,350000,500000,500000,1,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran",freelancer_it,sulawesi,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
20,"Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",1,75,6,8,675000,860000,875000,860000,4,Harbolnas / flash sale online / tanggal kembar,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",jualan_online,jawa_tengah,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0
22,ShopeeFood,2,36,6,8,520000,650000,520000,650000,2,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Cuaca",5,"Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",kurir,sulawesi,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
18,"Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung",0,16,5,6,320000,400000,250000,255000,1,"Harbolnas / flash sale online / tanggal kembar, Saat ada promo dari aplikasi, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",4,"Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",jualan_online,jabodetabek,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0
27,"WhatsApp / kenalan / pelanggan langsung, Projects.co.id",1,24,3,5,740000,700000,680000,575000,1,"Awal bulan, Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",4,"Saran batas pengeluaran minggu ini, Saran menabung, Ringkasan pemasukan dan pengeluaran",freelancer_it,jabodetabek,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
34,"Gojek, Grab",2,18,6,9,420000,1273200,1130000,1290000,1,Saat cuaca bagus,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Jam saya bekerja",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",ojek_online,jabodetabek,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0
26,WhatsApp / kenalan / pelanggan langsung,0,8,5,8,1020000,490000,340000,470000,1,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",2,Ringkasan pemasukan dan pengeluaran,freelancer_it,jawa_barat_lainnya,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
43,"Gojek, Grab",2,22,6,8,700000,605000,500000,680000,1,"Saat cuaca bagus, Akhir pekan / Sabtu-Minggu, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Jam saya bekerja",4,"Pengingat kalau penghasilan sedang turun, Saran menabung, Perkiraan penghasilan minggu depan",ojek_online,bandung,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1
34,WhatsApp / kenalan / pelanggan langsung,2,16,6,7,430000,325000,225000,275000,1,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Jam saya bekerja",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini",pekerja_harian,sumatera,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0
29,ShopeeFood,2,44,6,10,500000,500000,480000,450000,1,"Saat ada promo dari aplikasi, Akhir pekan / Sabtu-Minggu, Harbolnas / flash sale online / tanggal kembar","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi, Jam saya bekerja",4,"Saran menabung, Saran batas pengeluaran minggu ini",kurir,kalimantan,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1
41,"Gojek, ShopeeFood",0,24,7,7,18400,575000,600000,430000,1,"Akhir pekan / Sabtu-Minggu, Awal bulan",Jumlah pesanan atau project yang masuk,4,"Saran batas pengeluaran minggu ini, Saran menabung",kurir,jawa_timur,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
41,WhatsApp / kenalan / pelanggan langsung,2,29,5,9,920000,925000,925000,275000,1,"Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Kondisi fisik / capek / sakit",3,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",pekerja_harian,jawa_timur,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
