usia,sumber_pekerjaan,status_income,lama_kerja_bulan,hari_kerja_per_minggu,jam_kerja_per_hari,income_w1,income_w2,income_w3,income_w4,peak_week,waktu_ramai,faktor_fluktuasi,app_helpful_score,fitur_dibutuhkan,src_gojek,src_grab,src_instagram___tiktok___youtube,src_maxim,src_projects_co_id,src_shopee___tokopedia___tiktok_shop,src_shopeefood,src_upwork,src_website_freelance_seperti_fiverr,src_whatsapp___kenalan___pelanggan_langsung,ramai_akhir_bulan___tanggal_gajian,ramai_akhir_pekan___sabtu_minggu,ramai_awal_bulan,ramai_harbolnas___flash_sale_online___tanggal_,ramai_ramadan___menjelang_lebaran,ramai_saat_ada_promo_dari_aplikasi,ramai_saat_cuaca_bagus,fluk_ada_atau_tidaknya_promo_dari_aplikasi,fluk_akhir_pekan_atau_hari_libur,fluk_cuaca,fluk_jam_saya_bekerja,fluk_jumlah_pesanan_atau_project_yang_masuk,fluk_kondisi_fisik___capek___sakit,fluk_rating_atau_ulasan_pelanggan,fluk_tanggal_gajian___akhir_bulan,fitur_pengingat_kalau_penghasilan_sedang_turun,fitur_perkiraan_penghasilan_minggu_depan,fitur_ringkasan_pemasukan_dan_pengeluaran,fitur_saran_batas_pengeluaran_minggu_ini,fitur_saran_menabung,monthly_income,income_volatility,income_cv,income_trend,is_income_growing,total_jam_seminggu,kapasitas_jam_bulanan,intensitas_kerja_rel,experience_months_log,exp_score,income_stability,gig_type_content_creator,gig_type_freelancer_desain,gig_type_freelancer_it,gig_type_jualan_online,gig_type_kurir,gig_type_ojek_online,gig_type_pekerja_harian,gig_type_tutor,domisili_code_bali,domisili_code_bandung,domisili_code_jabodetabek,domisili_code_jawa_barat_lainnya,domisili_code_jawa_tengah,domisili_code_jawa_timur,domisili_code_kalimantan,domisili_code_sulawesi,domisili_code_sumatera,experience_tier_junior,experience_tier_mid,experience_tier_senior
29,WhatsApp / kenalan / pelanggan langsung,2,48,6,8,365000,415000,425000,350000,0,"Awal bulan, Ramadan / menjelang Lebaran",Jumlah pesanan atau project yang masuk,4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1555000,36827.299656640585,0.09473235993384091,-15000,0,48,192,1.1162790697674418,3.8918202981106265,5.059366387543815,stabil,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
25,"Instagram / TikTok / YouTube, Projects.co.id",2,40,4,7,925000,960000,725000,310000,2,Akhir bulan / tanggal gajian,Jumlah pesanan atau project yang masuk,4,Saran menabung,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2920000,298524.1475436563,0.40893662822880555,-615000,0,28,112,1.12,3.713572066704308,4.8276436867156,volatil,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,WhatsApp / kenalan / pelanggan langsung,2,23,5,6,500000,500000,525000,575000,0,"Akhir pekan / Sabtu-Minggu, Awal bulan",Jumlah pesanan atau project yang masuk,3,"Saran menabung, Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2100000,35355.33905932738,0.06734337469705273,75000,1,30,120,0.6976744186046512,3.1780538303479458,4.13146997945233,stabil,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
26,"WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / TikTok Shop",0,37,5,6,110000,245000,250000,140000,3,"Harbolnas / flash sale online / tanggal kembar, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Tanggal gajian / akhir bulan",3,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,745000,71807.03308172536,0.38553904720901017,30000,1,30,120,1.6666666666666667,3.6375861597263857,2.54631031180847,volatil,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33,"Gojek, Grab",2,26,5,11,1075000,1273200,1095000,1150000,1,Akhir pekan / Sabtu-Minggu,Jumlah pesanan atau project yang masuk,5,"Saran batas pengeluaran minggu ini, Saran menabung, Pengingat kalau penghasilan sedang turun",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,4593200,89100.46763812934,0.07759330318281474,75000,1,55,220,1.0,3.295836866004329,4.284587925805628,stabil,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",1,78,4,5,350000,310000,340000,210000,1,"Awal bulan, Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,"Pengingat kalau penghasilan sedang turun, Ringkasan pemasukan dan pengeluaran",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1210000,63966.136874651624,0.21145760468445268,-140000,0,20,80,1.5384615384615385,4.3694478524670215,4.3694478524670215,sedang,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
18,"Gojek, ShopeeFood",2,23,6,8,590000,550000,625000,650000,4,Awal bulan,"Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",2,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,2415000,43469.33785248325,0.07199878402269023,60000,1,48,192,0.8727272727272727,3.1780538303479458,4.13146997945233,stabil,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31,Gojek,2,2,6,11,850000,1010000,645000,500000,2,"Saat ada promo dari aplikasi, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,3005000,224439.11572332185,0.2987538329044778,-350000,0,66,264,1.2,1.0986122886681096,1.4281959752685425,sedang,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
19,Projects.co.id,1,11,6,7,175000,215000,150000,200000,1,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",3,"Saran batas pengeluaran minggu ini, Saran menabung, Ringkasan pemasukan dan pengeluaran",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,740000,28577.38033247041,0.1544714911404285,25000,1,42,168,1.68,2.4849066497880004,2.4849066497880004,sedang,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24,Website freelance seperti Fiverr,0,68,4,4,18400,810000,770000,680000,2,"Akhir bulan / tanggal gajian, Awal bulan, Ramadan / menjelang Lebaran",Jumlah pesanan atau project yang masuk,3,Pengingat kalau penghasilan sedang turun,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2278400,371466.427374893,0.6521519930177316,661600,1,16,64,0.64,4.23410650459726,2.9638745532180817,volatil,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
33,"Shopee / Tokopedia / TikTok Shop, Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",2,20,6,6,320000,450000,415000,505000,1,"Harbolnas / flash sale online / tanggal kembar, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Pengingat kalau penghasilan sedang turun, Saran menabung",0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1690000,77728.15877574013,0.18397153799811156,185000,1,36,144,1.1612903225806452,3.044522437723423,3.9578791690404502,sedang,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25,WhatsApp / kenalan / pelanggan langsung,0,69,2,4,140000,110000,200000,140000,0,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Tanggal gajian / akhir bulan",3,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,590000,37749.17217635375,0.25592485594235803,0,0,8,32,0.6153846153846154,4.248495242049359,2.9739466694345515,sedang,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
28,WhatsApp / kenalan / pelanggan langsung,1,49,5,7,475000,600000,620000,630000,4,"Ramadan / menjelang Lebaran, Awal bulan, Akhir pekan / Sabtu-Minggu",Jumlah pesanan atau project yang masuk,4,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2325000,71922.99122441075,0.12373826664282858,155000,1,35,140,0.813953488372093,3.912023005428146,3.912023005428146,stabil,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
24,"Projects.co.id, Instagram / TikTok / YouTube",0,1,3,6,360000,455000,475000,450000,0,"Akhir bulan / tanggal gajian, Awal bulan, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,"Saran batas pengeluaran minggu ini, Saran menabung, Ringkasan pemasukan dan pengeluaran",0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1740000,51153.364177409356,0.1175936703074461,90000,1,18,72,0.72,0.6931471805599453,0.48520302639196167,stabil,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,"Projects.co.id, Upwork",2,11,3,6,585000,1273200,480000,685000,1,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Rating atau ulasan pelanggan",5,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,3023200,354943.03768351336,0.46962499081572184,100000,1,18,72,0.631578947368421,2.4849066497880004,3.2303786447244005,volatil,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26,"Gojek, ShopeeFood",0,7,7,8,150000,225000,160000,190000,1,Saat ada promo dari aplikasi,"Jumlah pesanan atau project yang masuk, Cuaca",3,"Saran menabung, Ringkasan pemasukan dan pengeluaran",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,725000,33757.715167548486,0.18624843541579625,40000,1,56,224,1.018181818181818,2.0794415416798357,1.455609079175885,sedang,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
46,"Gojek, Grab",1,23,7,8,575000,1050000,650000,950000,1,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Rating atau ulasan pelanggan",4,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,3225000,229469.49688357275,0.28461297645965433,375000,1,56,224,1.018181818181818,3.1780538303479458,3.1780538303479458,sedang,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
21,"Website freelance seperti Fiverr, Projects.co.id",1,14,5,7,675000,620000,470000,570000,1,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",4,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun, Saran menabung",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,2335000,87118.21470469498,0.14923865604460632,-105000,0,35,140,1.4,2.70805020110221,2.70805020110221,stabil,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
47,WhatsApp / kenalan / pelanggan langsung,2,21,6,6,520000,420000,25000,500000,0,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",3,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini, Saran menabung",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1465000,231566.2252286949,0.6322610046899392,-20000,0,36,144,0.8372093023255814,3.091042453358316,4.018355189365811,volatil,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
27,Projects.co.id,0,8,6,5,680000,30000,675000,650000,1,"Awal bulan, Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",2,Saran batas pengeluaran minggu ini,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2035000,319436.35255451646,0.6278834882968612,-30000,0,30,120,1.0526315789473684,2.1972245773362196,1.5380572041353535,volatil,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
17,WhatsApp / kenalan / pelanggan langsung,2,63,5,7,430000,530000,300000,325000,0,"Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Kondisi fisik / capek / sakit",4,"Ringkasan pemasukan dan pengeluaran, Pengingat kalau penghasilan sedang turun",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1585000,105465.23913909581,0.26615766052097234,-105000,0,35,140,0.813953488372093,4.1588830833596715,5.406548008367573,sedang,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
31,Gojek,1,80,6,9,875000,700000,730000,825000,1,"Akhir pekan / Sabtu-Minggu, Ramadan / menjelang Lebaran, Saat ada promo dari aplikasi",Jumlah pesanan atau project yang masuk,2,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3130000,81496.42118931767,0.10414864797529673,-50000,0,54,216,0.9818181818181818,4.394449154672439,4.394449154672439,stabil,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
39,Shopee / Tokopedia / TikTok Shop,1,84,6,7,945000,1030000,1100000,700000,3,Harbolnas / flash sale online / tanggal kembar,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",2,Saran batas pengeluaran minggu ini,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,3775000,174421.66340987195,0.1848174607601708,-245000,0,42,168,1.3548387096774193,4.442651256490317,4.442651256490317,sedang,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25,Website freelance seperti Fiverr,2,12,4,5,575000,500000,475000,475000,2,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",3,"Saran menabung, Saran batas pengeluaran minggu ini",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,2025000,47324.236215002275,0.09347978811894155,-100000,0,20,80,0.7017543859649122,2.5649493574615367,3.334434164699998,stabil,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28,"WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / TikTok Shop",2,5,6,5,730000,350000,290000,230000,0,"Saat ada promo dari aplikasi, Ramadan / menjelang Lebaran, Awal bulan","Jumlah pesanan atau project yang masuk, Ada atau tidaknya promo dari aplikasi",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1600000,225388.5533916929,0.5634699748042953,-500000,0,30,120,0.967741935483871,1.791759469228055,2.3292873099964715,volatil,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube, Shopee / Tokopedia / TikTok Shop",1,2,7,5,500000,340000,325000,605000,4,"Awal bulan, Akhir bulan / tanggal gajian, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Pengingat kalau penghasilan sedang turun, Perkiraan penghasilan minggu depan",0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1770000,134195.1315560044,0.30326514867989995,105000,1,35,140,1.1290322580645162,1.0986122886681096,1.0986122886681096,sedang,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
42,"Grab, Maxim",1,30,6,9,590000,770000,790000,870000,4,"Saat ada promo dari aplikasi, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",4,"Ringkasan pemasukan dan pengeluaran, Saran menabung, Perkiraan penghasilan minggu depan",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,3020000,118180.65267490558,0.15653045846946637,280000,1,54,216,0.9818181818181818,3.4339872044851463,3.4339872044851463,sedang,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17,WhatsApp / kenalan / pelanggan langsung,1,35,5,6,330000,375000,380000,255000,3,"Akhir bulan / tanggal gajian, Harbolnas / flash sale online / tanggal kembar, Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",5,"Ringkasan pemasukan dan pengeluaran, Saran menabung",0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1340000,57879.18451395113,0.1727731693754679,-75000,0,30,120,0.967741935483871,3.58351893845611,3.58351893845611,sedang,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
28,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",1,14,4,5,850000,850000,850000,370000,1,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Kondisi fisik / capek / sakit",4,"Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,2920000,240000.0,0.32876667292236583,-480000,0,20,80,1.5384615384615385,2.70805020110221,2.70805020110221,sedang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
29,"Gojek, ShopeeFood",1,24,7,8,545000,760000,880000,1150000,4,Akhir pekan / Sabtu-Minggu,Jumlah pesanan atau project yang masuk,3,Saran batas pengeluaran minggu ini,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3335000,252301.9024898544,0.3026106145478139,605000,1,56,224,1.018181818181818,3.2188758248682006,3.2188758248682006,sedang,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,WhatsApp / kenalan / pelanggan langsung,0,53,2,3,100000,60000,10000,70000,3,"Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Saran batas pengeluaran minggu ini, Saran menabung, Ringkasan pemasukan dan pengeluaran",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,240000,37416.57386773941,0.6235991711428045,-30000,0,6,24,0.46153846153846156,3.9889840465642745,2.792288832594992,volatil,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
36,"Gojek, Maxim",2,68,5,8,1336200,1273200,1350000,1342800,4,Saat ada promo dari aplikasi,"Jumlah pesanan atau project yang masuk, Cuaca",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,5302200,35352.086218496355,0.026669729205814303,6600,1,40,160,0.7272727272727273,4.23410650459726,5.504338455976438,stabil,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34,WhatsApp / kenalan / pelanggan langsung,2,45,7,7,275000,260000,10000,220000,0,Awal bulan,Jumlah pesanan atau project yang masuk,3,"Ringkasan pemasukan dan pengeluaran, Saran batas pengeluaran minggu ini, Saran menabung",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,765000,123043.01415900592,0.6433588015696959,-55000,0,49,196,1.1395348837209303,3.828641396489095,4.977233815435824,volatil,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
27,"Website freelance seperti Fiverr, Upwork",2,14,5,5,450000,350000,500000,500000,1,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran",0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1800000,70710.67811865476,0.15713449107591929,50000,1,25,100,0.8771929824561403,2.70805020110221,3.5204652614328733,sedang,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20,"Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",1,75,6,8,675000,860000,875000,860000,4,Harbolnas / flash sale online / tanggal kembar,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,3270000,95262.79441628825,0.11652926958656717,185000,1,48,192,1.5483870967741935,4.330733340286331,4.330733340286331,stabil,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22,ShopeeFood,2,36,6,8,520000,650000,520000,650000,2,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Cuaca",5,"Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2340000,75055.53499465135,0.12829984050395016,130000,1,48,192,0.8727272727272727,3.6109179126442243,4.694193286437492,stabil,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
18,"Shopee / Tokopedia / TikTok Shop, WhatsApp / kenalan / pelanggan langsung",0,16,5,6,320000,400000,250000,255000,1,"Harbolnas / flash sale online / tanggal kembar, Saat ada promo dari aplikasi, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Ada atau tidaknya promo dari aplikasi",4,"Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1225000,70163.49953263924,0.229104556499862,-65000,0,30,120,0.967741935483871,2.833213344056216,1.9832493408393512,sedang,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
27,"WhatsApp / kenalan / pelanggan langsung, Projects.co.id",1,24,3,5,740000,700000,680000,575000,1,"Awal bulan, Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",4,"Saran batas pengeluaran minggu ini, Saran menabung, Ringkasan pemasukan dan pengeluaran",0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,2695000,70400.63920164361,0.10449058955258488,-165000,0,15,60,0.5263157894736842,3.2188758248682006,3.2188758248682006,stabil,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
34,"Gojek, Grab",2,18,6,9,420000,1273200,1130000,1290000,1,Saat cuaca bagus,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Jam saya bekerja",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,4113200,411839.24048104015,0.4005045609029264,870000,1,54,216,0.9818181818181818,2.9444389791664403,3.8277706729163725,volatil,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
26,WhatsApp / kenalan / pelanggan langsung,0,8,5,8,1020000,490000,340000,470000,1,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",2,Ringkasan pemasukan dan pengeluaran,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2320000,300776.7721528154,0.5185797475397722,-550000,0,40,160,1.4035087719298245,2.1972245773362196,1.5380572041353535,volatil,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
43,"Gojek, Grab",2,22,6,8,700000,605000,500000,680000,1,"Saat cuaca bagus, Akhir pekan / Sabtu-Minggu, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Jam saya bekerja",4,"Pengingat kalau penghasilan sedang turun, Saran menabung, Perkiraan penghasilan minggu depan",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,2485000,90588.3546599672,0.14581603033229273,-20000,0,48,192,0.8727272727272727,3.1354942159291497,4.076142480707895,stabil,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
34,WhatsApp / kenalan / pelanggan langsung,2,16,6,7,430000,325000,225000,275000,1,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Jam saya bekerja",4,"Pengingat kalau penghasilan sedang turun, Saran batas pengeluaran minggu ini",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1255000,87595.18632131943,0.27918695500992646,-155000,0,42,168,0.9767441860465116,2.833213344056216,3.683177347273081,sedang,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
