Timestamp,"Apakah Anda bersedia mengisi survei ini?

Cuman sedikit kok pertanyaanya!","Berapa usia Anda? (tulis angka, contoh: 22)",Domisili Anda saat ini,"Pekerjaan utama Anda saat ini? 

Kalau punya lebih dari satu, pilih yang PALING UTAMA.",Biasanya Anda mendapatkan pekerjaan/pesanan dari mana? Pilih yang sesuai.,"Apakah pekerjaan ini menjadi sumber penghasilan utama Anda?

0 — Tidak, hanya tambahan 
1 — Kadang utama, kadang tambahan
2 — Ya, penghasilan utama"," Sudah berapa lama Anda menjalankan pekerjaan ini? (tulis dalam bulan, contoh: 8)",Berapa hari dalam seminggu ada bekerja?,"Berapa jam Anda bekerja dalam sehari? (tulis angka, contoh: 6)","Berapa penghasilan Anda minggu lalu? (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Berapa penghasilan Anda dua minggu lalu?  (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Berapa penghasilan Anda tiga minggu lalu?  (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Berapa penghasilan Anda empat minggu lalu?  (tulis dalam Rupiah, contoh: 350000. Tulis 0 jika tidak ada)","Dalam sebulan, di minggu mana penghasilan Anda biasanya paling tinggi?

1 — Minggu pertama 
2 — Minggu kedua 
3 — Minggu ketiga 
4 — Minggu keempat 
0 — Tidak ada pola, tiap bulan beda",Kapan biasanya penghasilan Anda lebih ramai? (pilih semua yang sesuai), Apa yang paling sering membuat penghasilan Anda naik atau turun? (pilih maksimal 3),"Kalau ada aplikasi yang bisa memperkirakan penghasilan Anda beberapa minggu ke depan, apakah itu membantu?","Fitur apa yang paling Anda butuhkan?

Pilih maksimal 3.","Ada cerita atau masukan tentang penghasilan tidak tetap yang mau Anda bagikan?

Boleh dikosongkan — tapi jawaban Anda sangat berarti untuk kami 🙏", Kontak Hadiah GoPay  
6/12/2026 09:09:35,Ya,37,Sumatera,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",1,14,7,9,620000,770000,1015000,895000,4,Saat cuaca bagus,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Promo dari platform / aplikasi",3,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Tips mengatur uang buat pekerja seperti saya",,
6/13/2026 14:54:15,Ya,25,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,32,6,7,505000,605000,20000,470000,1,Awal bulan,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Kondisi fisik / capek / sakit",5,"Saran menabung, Ringkasan pemasukan dan pengeluaran",penghasilan tergantung cuaca dan mood pelanggan,
6/13/2026 17:02:10,Ya,26,Bandung,Freelance desain / editing / ilustrasi,WhatsApp / kenalan / pelanggan langsung,0,30,3,7,40000,120000,265000,245000,0,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,"Saran menabung, Saran batas pengeluaran minggu ini",,
6/13/2026 20:22:32,Ya,32,Kalimantan,Jualan online / reseller / toko online,Shopee / Tokopedia / Lazada / marketplace,0,4,7,3,340000,350000,200000,45000,4,"Saat ada promo dari aplikasi, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",3,"Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan","income ga pernah sama tiap minggu, bikin pusing budgeting",
6/13/2026 21:41:02,Ya,37,Bandung,Kurir / pengantar barang atau makanan,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll), WhatsApp / kenalan / pelanggan langsung",2,37,6,8,515000,400000,355000,380000,3,"Akhir pekan / Sabtu-Minggu, Harbolnas / tanggal kembar (11.11, 12.12), Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Cuaca",4,Saran menabung,"income dari Kurir ga stabil, makanya pengen ada tools buat bantu atur keuangan",
6/13/2026 19:26:02,Ya,42,Jawa Barat lainnya,Kurir / pengantar barang atau makanan,"WhatsApp / kenalan / pelanggan langsung, Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,14,4,8,270000,475000,495000,250000,1,"Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Cuaca",5,Ringkasan pemasukan dan pengeluaran,penghasilan tergantung cuaca dan mood pelanggan,
6/13/2026 22:53:37,Ya,17,Sumatera,Jualan online / reseller / toko online,"WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / Lazada / marketplace",1,47,5,7,410000,415000,345000,520000,0,"Harbolnas / tanggal kembar (11.11, 12.12), Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Akhir pekan atau hari libur",3,"Saran menabung, Saran batas pengeluaran minggu ini",susah menabung karena ga tau kapan dapat banyak,
6/13/2026 07:27:05,Ya,27,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",0,23,7,8,45000,490000,10000,385000,2,"Saat ada promo dari aplikasi, Saat cuaca bagus, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Jam saya bekerja",3,Saran menabung,"income ga pernah sama tiap minggu, bikin pusing budgeting",
6/13/2026 16:30:42,Ya,32,Bandung,Jualan online / reseller / toko online,"WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / Lazada / marketplace",0,18,3,4,375000,295000,225000,185000,4,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",1,"Saran menabung, Ringkasan pemasukan dan pengeluaran",Susah ngatur pengeluaran kalau pendapatan ga menentu.,
6/13/2026 20:59:58,Ya,20,Yogyakarta,Freelance IT / website / programming / data,"Website freelance seperti Fiverr, Upwork, Projects.co.id",1,36,5,6,465000,220000,585000,20000,0,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan, Tanggal gajian / akhir bulan",4,"Ringkasan pemasukan dan pengeluaran, Tips mengatur uang buat pekerja seperti saya","income dari Freelance IT ga stabil, makanya pengen ada tools buat bantu atur keuangan",
6/13/2026 12:52:27,Ya,31,Sumatera,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",1,39,6,9,60000,860000,655000,770000,1,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",4,"Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun","Kadang sepi banget, bisa seminggu cuma dapat 150ribu.",
6/13/2026 10:13:37,Ya,19,Bandung,Jualan online / reseller / toko online,"Shopee / Tokopedia / Lazada / marketplace, WhatsApp / kenalan / pelanggan langsung",1,52,7,4,1230000,1105000,1210000,805000,4,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",4,Perkiraan penghasilan minggu depan,"income ga pernah sama tiap minggu, bikin pusing budgeting",
6/13/2026 12:37:35,Ya,25,Sumatera,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,11,5,9,735000,600000,435000,435000,0,"Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Kondisi fisik / capek / sakit",2,"Saran menabung, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",pengen tau minggu ini bakal dapat berapa biar bisa atur pengeluaran,
6/13/2026 21:18:17,Ya,26,Kalimantan,Content creator / admin media sosial,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,13,3,6,280000,260000,260000,250000,1,"Akhir pekan / Sabtu-Minggu, Harbolnas / tanggal kembar (11.11, 12.12), Ramadan / menjelang Lebaran","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",4,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran","kalau akhir bulan biasa ramai, tapi ga selalu",
6/14/2026 18:45:07,Ya,39,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,56,6,9,770000,695000,570000,515000,3,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",5,"Saran menabung, Perkiraan penghasilan minggu depan, Pengingat kalau penghasilan sedang turun",Susah ngatur pengeluaran kalau pendapatan ga menentu.,
6/14/2026 11:07:56,Ya,23,Bali / NTB / NTT,Content creator / admin media sosial,Instagram / TikTok / YouTube,0,6,3,5,275000,170000,245000,200000,1,"Ramadan / menjelang Lebaran, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",2,Perkiraan penghasilan minggu depan,"Kadang sepi banget, bisa seminggu cuma dapat 200ribu.",
6/14/2026 19:33:16,Ya,20,Bandung,Freelance desain / editing / ilustrasi,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",1,8,4,3,240000,350000,300000,595000,4,Akhir bulan / tanggal gajian,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",4,"Saran menabung, Ringkasan pemasukan dan pengeluaran",Pengen bisa prediksi income biar bisa rencanain pengeluaran.,
6/14/2026 12:51:17,Ya,23,Jawa Tengah lainnya,Freelance IT / website / programming / data,WhatsApp / kenalan / pelanggan langsung,1,24,4,6,655000,445000,810000,720000,3,Awal bulan,"Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran",Susah ngatur pengeluaran kalau pendapatan ga menentu.,
6/14/2026 11:13:13,Ya,27,Semarang,Freelance desain / editing / ilustrasi,"Website freelance seperti Fiverr, Upwork, Projects.co.id, WhatsApp / kenalan / pelanggan langsung",0,46,5,7,250000,180000,190000,230000,4,"Awal bulan, Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Jam saya bekerja",2,"Saran batas pengeluaran minggu ini, Perkiraan penghasilan minggu depan",butuh fitur yang bisa ingetin kalau udah boros,
6/14/2026 22:17:00,Ya,20,Jawa Barat lainnya,Freelance IT / website / programming / data,"Website freelance seperti Fiverr, Upwork, Projects.co.id",0,3,6,7,525000,335000,350000,635000,4,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",2,"Saran menabung, Ringkasan pemasukan dan pengeluaran",,
6/14/2026 15:44:04,Ya,23,Surabaya,Tutor / guru les / pengajar lepas,"Ruangguru / Superprof / platform les online, WhatsApp / kenalan / pelanggan langsung",1,14,4,3,255000,160000,10000,320000,3,"Akhir pekan / Sabtu-Minggu, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",5,"Saran menabung, Saran batas pengeluaran minggu ini",,
6/14/2026 12:38:13,Ya,29,Bali / NTB / NTT,Freelance desain / editing / ilustrasi,Instagram / TikTok / YouTube,1,15,2,5,285000,120000,115000,195000,1,"Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan",4,"Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya",,
6/14/2026 12:21:35,Ya,40,Sulawesi,Kurir / pengantar barang atau makanan,"WhatsApp / kenalan / pelanggan langsung, Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,25,5,9,90000,720000,290000,570000,0,"Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Cuaca",2,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran, Tips mengatur uang buat pekerja seperti saya","Waktu lebaran lumayan ramai, tapi habis itu sepi lagi.",
6/14/2026 18:30:51,Ya,32,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,16,6,8,25000,530000,120000,540000,4,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Cuaca",5,Saran menabung,"income dari Ojek online ga stabil, makanya pengen ada tools buat bantu atur keuangan",
6/14/2026 15:02:38,Ya,25,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Content creator / admin media sosial,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",0,42,4,2,105000,175000,125000,240000,0,"Harbolnas / tanggal kembar (11.11, 12.12), Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Promo dari platform / aplikasi",5,"Saran menabung, Saran batas pengeluaran minggu ini",penghasilan tergantung cuaca dan mood pelanggan,
6/14/2026 17:50:01,Ya,17,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Freelance desain / editing / ilustrasi,"Website freelance seperti Fiverr, Upwork, Projects.co.id, WhatsApp / kenalan / pelanggan langsung",0,32,4,5,120000,135000,145000,160000,1,"Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Rating atau ulasan pelanggan",1,"Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",sering kali gak bisa bedain mana kebutuhan mana keinginan karena income ga pasti,
6/15/2026 19:33:36,Ya,23,Sumatera,Tutor / guru les / pengajar lepas,"WhatsApp / kenalan / pelanggan langsung, Ruangguru / Superprof / platform les online",0,41,2,2,100000,50000,95000,85000,1,"Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Kondisi fisik / capek / sakit",1,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran","kalau akhir bulan biasa ramai, tapi ga selalu",
6/15/2026 13:43:11,Ya,40,Yogyakarta,Kurir / pengantar barang atau makanan,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll), WhatsApp / kenalan / pelanggan langsung",2,34,6,8,715000,315000,700000,300000,0,Awal bulan,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Promo dari platform / aplikasi",5,"Saran menabung, Perkiraan penghasilan minggu depan","kalau akhir bulan biasa ramai, tapi ga selalu",
6/15/2026 18:54:18,Ya,38,Bandung,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,50,6,9,600000,515000,875000,950000,4,Ramadan / menjelang Lebaran,"Jumlah pesanan atau project yang masuk, Jam saya bekerja, Rating atau ulasan pelanggan",4,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan",,
6/15/2026 22:58:48,Ya,37,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,62,7,8,455000,740000,430000,105000,3,"Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",4,Perkiraan penghasilan minggu depan,susah menabung karena ga tau kapan dapat banyak,
6/15/2026 14:39:50,Ya,39,Yogyakarta,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,1,13,7,6,940000,190000,170000,795000,2,"Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Akhir pekan atau hari libur",4,"Saran menabung, Perkiraan penghasilan minggu depan, Pengingat kalau penghasilan sedang turun",susah menabung karena ga tau kapan dapat banyak,
6/15/2026 10:34:26,Ya,24,Bandung,Freelance desain / editing / ilustrasi,"WhatsApp / kenalan / pelanggan langsung, Website freelance seperti Fiverr, Upwork, Projects.co.id",1,53,3,3,270000,220000,185000,285000,1,"Awal bulan, Akhir pekan / Sabtu-Minggu, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",3,"Perkiraan penghasilan minggu depan, Ringkasan pemasukan dan pengeluaran",,
6/15/2026 19:16:57,Ya,39,Sulawesi,Kurir / pengantar barang atau makanan,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",1,14,6,9,470000,640000,295000,470000,4,"Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi, Jam saya bekerja",2,Perkiraan penghasilan minggu depan,"Bulan kemarin lumayan, tapi bulan ini sepi banget.",
6/15/2026 14:13:14,Ya,37,Bandung,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,16,6,8,405000,675000,785000,475000,4,"Akhir pekan / Sabtu-Minggu, Saat cuaca bagus, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Cuaca, Jam saya bekerja",5,"Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun",butuh fitur yang bisa ingetin kalau udah boros,
6/15/2026 17:38:47,Ya,19,Yogyakarta,Freelance desain / editing / ilustrasi,WhatsApp / kenalan / pelanggan langsung,2,28,2,6,275000,120000,245000,300000,3,"Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Jam saya bekerja",4,"Saran menabung, Saran batas pengeluaran minggu ini",,
6/15/2026 14:44:01,Ya,41,Sumatera,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,39,4,9,390000,330000,275000,55000,4,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit",5,Tips mengatur uang buat pekerja seperti saya,"kalau akhir bulan biasa ramai, tapi ga selalu",
6/15/2026 16:54:50,Ya,28,Lainnya,Jualan online / reseller / toko online,"WhatsApp / kenalan / pelanggan langsung, Shopee / Tokopedia / Lazada / marketplace",2,15,6,7,760000,465000,1000000,735000,4,"Akhir bulan / tanggal gajian, Harbolnas / tanggal kembar (11.11, 12.12), Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",5,Saran menabung,susah menabung karena ga tau kapan dapat banyak,
6/15/2026 20:17:40,Ya,38,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,36,6,7,470000,545000,145000,305000,4,"Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Jam saya bekerja",5,"Saran menabung, Perkiraan penghasilan minggu depan",Pengen bisa prediksi income biar bisa rencanain pengeluaran.,
6/15/2026 19:55:40,Ya,40,Kalimantan,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,0,59,6,7,165000,5000,240000,35000,2,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur, Kondisi fisik / capek / sakit",2,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran","Kadang sepi banget, bisa seminggu cuma dapat 200ribu.",
6/16/2026 17:59:38,Ya,28,Jawa Timur lainnya,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,77,6,9,620000,70000,470000,325000,0,"Awal bulan, Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja",5,"Saran menabung, Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya","kalau akhir bulan biasa ramai, tapi ga selalu",
6/16/2026 20:42:20,Ya,21,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Freelance desain / editing / ilustrasi,"WhatsApp / kenalan / pelanggan langsung, Instagram / TikTok / YouTube",0,25,4,7,175000,145000,370000,370000,3,"Awal bulan, Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",1,Ringkasan pemasukan dan pengeluaran,,
6/16/2026 22:57:29,Ya,26,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Jualan online / reseller / toko online,Instagram / TikTok / YouTube,2,21,7,7,90000,380000,255000,670000,0,"Saat ada promo dari aplikasi, Harbolnas / tanggal kembar (11.11, 12.12)","Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",5,Saran batas pengeluaran minggu ini,"kalau akhir bulan biasa ramai, tapi ga selalu",
6/16/2026 08:14:36,Ya,43,Sumatera,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,0,19,5,7,185000,225000,215000,110000,4,"Akhir bulan / tanggal gajian, Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Kondisi fisik / capek / sakit, Jam saya bekerja",2,"Ringkasan pemasukan dan pengeluaran, Tips mengatur uang buat pekerja seperti saya",butuh fitur yang bisa ingetin kalau udah boros,
6/16/2026 19:34:28,Ya,29,Sumatera,Kurir / pengantar barang atau makanan,WhatsApp / kenalan / pelanggan langsung,1,50,6,10,575000,545000,440000,785000,2,Awal bulan,"Jumlah pesanan atau project yang masuk, Cuaca",2,Perkiraan penghasilan minggu depan,"kalau akhir bulan biasa ramai, tapi ga selalu",
6/16/2026 18:34:27,Ya,46,Sulawesi,Kurir / pengantar barang atau makanan,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll), WhatsApp / kenalan / pelanggan langsung",1,37,6,7,355000,530000,615000,335000,4,"Saat ada promo dari aplikasi, Awal bulan, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Cuaca",1,"Saran menabung, Tips mengatur uang buat pekerja seperti saya",,
6/16/2026 12:49:04,Ya,30,Lainnya,Jualan online / reseller / toko online,"Shopee / Tokopedia / Lazada / marketplace, Instagram / TikTok / YouTube",1,47,4,5,350000,425000,485000,400000,4,Awal bulan,"Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",4,"Saran batas pengeluaran minggu ini, Tips mengatur uang buat pekerja seperti saya","Kalau lagi sakit langsung ga ada pemasukan, khawatir.",
6/16/2026 21:23:48,Ya,37,Lainnya,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",1,23,6,10,550000,705000,630000,400000,2,"Akhir pekan / Sabtu-Minggu, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Cuaca, Promo dari platform / aplikasi",4,Saran batas pengeluaran minggu ini,,
6/16/2026 16:57:59,Ya,26,Lainnya,Freelance desain / editing / ilustrasi,"Website freelance seperti Fiverr, Upwork, Projects.co.id, Instagram / TikTok / YouTube",0,22,3,6,45000,45000,100000,50000,0,Awal bulan,"Jumlah pesanan atau project yang masuk, Tanggal gajian / akhir bulan, Jam saya bekerja",2,Saran batas pengeluaran minggu ini,"kalau akhir bulan biasa ramai, tapi ga selalu",
6/16/2026 22:54:35,Ya,36,Semarang,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,15,5,8,940000,835000,950000,960000,0,"Ramadan / menjelang Lebaran, Saat ada promo dari aplikasi, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Cuaca",5,"Saran batas pengeluaran minggu ini, Ringkasan pemasukan dan pengeluaran, Perkiraan penghasilan minggu depan","Penghasilan sering naik turun, susah nabung.",
6/16/2026 09:18:29,Ya,41,Bandung,Pekerja harian / event / part-time,WhatsApp / kenalan / pelanggan langsung,2,40,7,8,310000,725000,905000,355000,4,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Akhir pekan atau hari libur",4,Tips mengatur uang buat pekerja seperti saya,"Bulan kemarin lumayan, tapi bulan ini sepi banget.",
6/16/2026 17:38:46,Ya,32,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",2,31,5,10,540000,440000,110000,455000,4,Akhir pekan / Sabtu-Minggu,"Jumlah pesanan atau project yang masuk, Cuaca, Rating atau ulasan pelanggan",3,"Saran menabung, Saran batas pengeluaran minggu ini","income dari Ojek online ga stabil, makanya pengen ada tools buat bantu atur keuangan",
6/17/2026 12:40:21,Ya,29,Bali / NTB / NTT,Tutor / guru les / pengajar lepas,"WhatsApp / kenalan / pelanggan langsung, Ruangguru / Superprof / platform les online",1,25,3,3,240000,205000,330000,325000,4,"Akhir bulan / tanggal gajian, Akhir pekan / Sabtu-Minggu, Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Tanggal gajian / akhir bulan",2,"Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun",,
6/17/2026 16:33:13,Ya,21,Sumatera,Freelance desain / editing / ilustrasi,"Instagram / TikTok / YouTube, WhatsApp / kenalan / pelanggan langsung",1,14,5,5,275000,70000,90000,15000,2,"Akhir pekan / Sabtu-Minggu, Awal bulan, Akhir bulan / tanggal gajian","Jumlah pesanan atau project yang masuk, Rating atau ulasan pelanggan",5,Saran menabung,"Penghasilan sering naik turun, susah nabung.",
6/17/2026 22:04:33,Ya,46,Yogyakarta,Kurir / pengantar barang atau makanan,WhatsApp / kenalan / pelanggan langsung,2,8,6,9,860000,550000,955000,630000,0,"Awal bulan, Saat ada promo dari aplikasi","Jumlah pesanan atau project yang masuk, Jam saya bekerja, Promo dari platform / aplikasi",1,"Saran menabung, Tips mengatur uang buat pekerja seperti saya",pengen tau minggu ini bakal dapat berapa biar bisa atur pengeluaran,
6/17/2026 09:29:11,Ya,21,"Jabodetabek (Jakarta, Bogor, Depok, Tangerang, Bekasi)",Content creator / admin media sosial,Instagram / TikTok / YouTube,0,47,4,2,90000,210000,170000,80000,3,"Ramadan / menjelang Lebaran, Akhir pekan / Sabtu-Minggu","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",3,Saran menabung,,
6/17/2026 22:59:01,Ya,34,Sumatera,Kurir / pengantar barang atau makanan,"WhatsApp / kenalan / pelanggan langsung, Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",1,79,6,9,560000,785000,465000,575000,1,"Akhir pekan / Sabtu-Minggu, Harbolnas / tanggal kembar (11.11, 12.12), Awal bulan","Jumlah pesanan atau project yang masuk, Jam saya bekerja",2,"Perkiraan penghasilan minggu depan, Ringkasan pemasukan dan pengeluaran","pernah seminggu cuma dapat 100rb, padahal kerja tiap hari",
6/17/2026 20:18:15,Ya,28,Bandung,Ojek online / driver aplikasi,"Aplikasi ojek/delivery (Gojek, Grab, Shopee Food, dll)",0,21,7,8,790000,700000,580000,385000,1,"Saat ada promo dari aplikasi, Saat cuaca bagus","Jumlah pesanan atau project yang masuk, Promo dari platform / aplikasi",5,"Tips mengatur uang buat pekerja seperti saya, Pengingat kalau penghasilan sedang turun",penghasilan tergantung cuaca dan mood pelanggan,
